"longitude","latitude","year","year_start","year_end","response"
-75.75,20.25,NA,2001,2002,1
-75.25,20.25,NA,2006,2014,1
-74.75,20.25,NA,2001,2002,1
73.75,20.25,NA,2006,2017,1
77.75,20.25,2016,NA,NA,1
78.25,20.25,2012,NA,NA,1
84.25,20.25,NA,2015,2017,1
85.75,20.25,NA,2010,2018,1
86.25,20.25,NA,2010,2018,1
86.75,20.25,2010,NA,NA,1
92.75,20.25,2009,NA,NA,1
94.75,20.25,2006,NA,NA,1
105.25,20.25,2012,NA,NA,1
105.75,20.25,2013,NA,NA,1
106.25,20.25,2014,NA,NA,1
110.25,20.25,2019,NA,NA,1
121.75,20.25,2011,NA,NA,1
-155.75,19.75,2004,NA,NA,1
-105.25,19.75,NA,2009,2018,1
-101.75,19.75,2007,NA,NA,1
-101.25,19.75,NA,2012,2017,1
-99.25,19.75,NA,2012,2015,1
-96.75,19.75,NA,2006,2013,1
-90.75,19.75,2015,NA,NA,1
-89.25,19.75,NA,2013,2019,1
-88.75,19.75,NA,2009,2014,1
-88.25,19.75,NA,2005,2014,1
-73.25,19.75,2014,NA,NA,1
-71.75,19.75,2012,NA,NA,1
-71.25,19.75,NA,2012,2013,1
-70.75,19.75,NA,2003,2016,1
-70.25,19.75,NA,2003,2009,1
36.25,19.75,2018,NA,NA,1
37.25,19.75,NA,2004,2018,1
73.75,19.75,2014,NA,NA,1
75.25,19.75,NA,2013,2016,1
75.75,19.75,NA,2005,2021,1
77.25,19.75,NA,2008,2013,1
78.75,19.75,NA,2014,2016,1
79.25,19.75,2014,NA,NA,1
96.25,19.75,NA,2010,2019,1
99.75,19.75,NA,2000,2013,1
-105.25,19.25,2015,NA,NA,1
-104.75,19.25,NA,2009,2013,1
-104.25,19.25,NA,2009,2013,1
-103.75,19.25,NA,2002,2016,1
-102.25,19.25,NA,2010,2014,1
-101.75,19.25,NA,2015,2019,1
-101.25,19.25,NA,2016,2018,1
-99.25,19.25,NA,2006,2016,1
-98.75,19.25,2012,NA,NA,1
-98.25,19.25,NA,2013,2017,1
-96.75,19.25,NA,2004,2016,1
-96.25,19.25,NA,2006,2018,1
-90.25,19.25,2015,NA,NA,1
-88.75,19.25,2016,NA,NA,1
-88.25,19.25,2012,NA,NA,1
-87.25,19.25,NA,2015,2018,1
-81.25,19.25,NA,2007,2019,1
-80.75,19.25,2006,NA,NA,1
-73.25,19.25,2016,NA,NA,1
-72.75,19.25,2004,NA,NA,1
-72.25,19.25,2016,NA,NA,1
-71.75,19.25,NA,2012,2015,1
-71.25,19.25,2013,NA,NA,1
-70.75,19.25,NA,2003,2016,1
-70.25,19.25,NA,2009,2015,1
-69.75,19.25,NA,2003,2004,1
-69.25,19.25,2000,NA,NA,1
42.75,19.25,2013,NA,NA,1
72.75,19.25,NA,2002,2017,1
73.25,19.25,NA,2013,2016,1
74.75,19.25,2014,NA,NA,1
77.75,19.25,2002,NA,NA,1
83.25,19.25,2014,NA,NA,1
84.75,19.25,NA,2007,2016,1
93.75,19.25,2009,NA,NA,1
95.25,19.25,2018,NA,NA,1
97.75,19.25,NA,2011,2014,1
99.25,19.25,2016,NA,NA,1
101.75,19.25,2011,NA,NA,1
104.75,19.25,2008,NA,NA,1
105.75,19.25,NA,2008,2012,1
-104.75,18.75,2016,NA,NA,1
-103.75,18.75,2013,NA,NA,1
-100.75,18.75,NA,2012,2013,1
-100.25,18.75,2002,NA,NA,1
-99.75,18.75,2014,NA,NA,1
-99.25,18.75,NA,2000,2021,1
-98.75,18.75,NA,2003,2014,1
-98.25,18.75,2013,NA,NA,1
-97.25,18.75,NA,2007,2015,1
-96.75,18.75,NA,2012,2015,1
-96.25,18.75,2012,NA,NA,1
-95.75,18.75,2016,NA,NA,1
-95.25,18.75,NA,2012,2016,1
-92.75,18.75,NA,2005,2013,1
-90.75,18.75,2012,NA,NA,1
-90.25,18.75,NA,2012,2015,1
-88.75,18.75,NA,2009,2014,1
-88.25,18.75,NA,2012,2014,1
-72.75,18.75,NA,2014,2019,1
-72.25,18.75,NA,2007,2017,1
-71.75,18.75,NA,2012,2016,1
-70.75,18.75,NA,2010,2015,1
-70.25,18.75,NA,2003,2019,1
-69.75,18.75,NA,2000,2016,1
-69.25,18.75,NA,2012,2015,1
-68.75,18.75,NA,2003,2004,1
-68.75,18.75,2015,NA,NA,1
-68.25,18.75,2000,NA,NA,1
-68.25,18.75,2012,NA,NA,1
-67.25,18.75,2005,NA,NA,1
33.25,18.75,2018,NA,NA,1
72.75,18.75,NA,2003,2019,1
73.25,18.75,2013,NA,NA,1
73.75,18.75,NA,2002,2021,1
74.25,18.75,NA,2002,2006,1
75.75,18.75,2014,NA,NA,1
77.75,18.75,2014,NA,NA,1
94.25,18.75,NA,2009,2017,1
95.25,18.75,2009,NA,NA,1
97.75,18.75,NA,2010,2011,1
98.75,18.75,NA,2001,2017,1
99.25,18.75,NA,2013,2016,1
100.75,18.75,2014,NA,NA,1
109.25,18.75,2015,NA,NA,1
120.75,18.75,NA,2007,2015,1
-100.75,18.25,2013,NA,NA,1
-99.75,18.25,2012,NA,NA,1
-98.25,18.25,NA,2013,2014,1
-97.25,18.25,NA,2010,2014,1
-96.75,18.25,NA,2005,2013,1
-96.25,18.25,NA,2000,2017,1
-95.75,18.25,NA,2012,2018,1
-95.25,18.25,NA,2015,2018,1
-94.25,18.25,NA,2009,2014,1
-93.25,18.25,2013,NA,NA,1
-92.75,18.25,NA,2015,2016,1
-92.25,18.25,2018,NA,NA,1
-88.75,18.25,2017,NA,NA,1
-88.25,18.25,NA,2005,2017,1
-78.25,18.25,2016,NA,NA,1
-77.75,18.25,2007,NA,NA,1
-77.25,18.25,NA,2009,2019,1
-73.75,18.25,2014,NA,NA,1
-73.25,18.25,2014,NA,NA,1
-72.75,18.25,2010,NA,NA,1
-72.25,18.25,2014,NA,NA,1
-71.75,18.25,NA,2008,2016,1
-71.25,18.25,NA,2008,2016,1
-70.75,18.25,2016,NA,NA,1
-70.25,18.25,NA,2003,2014,1
-69.75,18.25,NA,2000,2016,1
-69.25,18.25,2015,NA,NA,1
-67.25,18.25,NA,2001,2007,1
-66.75,18.25,NA,2000,2020,1
-66.25,18.25,NA,2000,2022,1
-65.75,18.25,NA,2000,2012,1
-65.25,18.25,2007,NA,NA,1
-64.75,18.25,NA,2008,2017,1
-63.25,18.25,NA,2003,2017,1
-15.75,18.25,NA,2015,2018,1
30.25,18.25,2018,NA,NA,1
37.75,18.25,2014,NA,NA,1
73.25,18.25,2006,NA,NA,1
73.75,18.25,NA,2002,2003,1
73.75,18.25,NA,2017,2021,1
74.25,18.25,2000,NA,NA,1
74.75,18.25,2005,NA,NA,1
74.75,18.25,NA,2016,2017,1
78.75,18.25,2019,NA,NA,1
81.75,18.25,NA,2010,2011,1
82.25,18.25,NA,2010,2011,1
83.25,18.25,2004,NA,NA,1
83.25,18.25,2014,NA,NA,1
94.25,18.25,2019,NA,NA,1
96.25,18.25,2017,NA,NA,1
97.75,18.25,2006,NA,NA,1
98.75,18.25,NA,2001,2009,1
98.75,18.25,2020,NA,NA,1
99.25,18.25,2012,NA,NA,1
99.75,18.25,NA,2000,2002,1
99.75,18.25,2013,NA,NA,1
101.25,18.25,2008,NA,NA,1
102.75,18.25,NA,2007,2010,1
103.25,18.25,NA,2002,2010,1
103.75,18.25,NA,2010,2016,1
105.25,18.25,2012,NA,NA,1
105.75,18.25,2001,NA,NA,1
105.75,18.25,NA,2012,2014,1
106.25,18.25,2012,NA,NA,1
120.75,18.25,NA,2008,2013,1
121.25,18.25,NA,2003,2013,1
128.25,18.25,NA,2016,2019,1
-102.25,17.75,2012,NA,NA,1
-101.75,17.75,2015,NA,NA,1
-99.75,17.75,NA,2015,2018,1
-99.25,17.75,NA,2012,2018,1
-97.75,17.75,NA,2000,2009,1
-95.75,17.75,2003,NA,NA,1
-94.75,17.75,NA,2008,2012,1
-93.25,17.75,2006,NA,NA,1
-92.75,17.75,NA,2012,2016,1
-91.75,17.75,2013,NA,NA,1
-88.25,17.75,NA,2007,2016,1
-77.25,17.75,NA,2012,2016,1
-76.75,17.75,NA,2007,2016,1
-76.25,17.75,2016,NA,NA,1
-66.75,17.75,2007,NA,NA,1
-66.25,17.75,NA,2000,2007,1
-64.75,17.75,NA,2005,2017,1
-63.25,17.75,2016,NA,NA,1
-62.75,17.75,NA,2008,2021,1
74.25,17.75,2002,NA,NA,1
75.75,17.75,2014,NA,NA,1
78.25,17.75,2004,NA,NA,1
79.25,17.75,2015,NA,NA,1
79.75,17.75,NA,2014,2019,1
80.75,17.75,2010,NA,NA,1
83.25,17.75,NA,2012,2021,1
95.75,17.75,2007,NA,NA,1
100.75,17.75,NA,2003,2004,1
102.25,17.75,2006,NA,NA,1
102.75,17.75,NA,2001,2014,1
103.75,17.75,2010,NA,NA,1
106.25,17.75,2001,NA,NA,1
120.25,17.75,2003,NA,NA,1
120.75,17.75,NA,2012,2013,1
121.25,17.75,2009,NA,NA,1
121.75,17.75,NA,2008,2014,1
-100.75,17.25,2012,NA,NA,1
-99.25,17.25,NA,2012,2014,1
-96.75,17.25,NA,2000,2017,1
-95.25,17.25,2014,NA,NA,1
-93.25,17.25,NA,2015,2018,1
-92.75,17.25,NA,2015,2016,1
-88.75,17.25,NA,2005,2017,1
-88.25,17.25,NA,2007,2016,1
-62.75,17.25,NA,2004,2017,1
-61.75,17.25,NA,2007,2016,1
-61.25,17.25,NA,2016,2017,1
33.75,17.25,2019,NA,NA,1
42.75,17.25,2019,NA,NA,1
74.25,17.25,2010,NA,NA,1
76.75,17.25,NA,2013,2014,1
77.75,17.25,2012,NA,NA,1
78.25,17.25,NA,2004,2022,1
78.75,17.25,NA,2005,2009,1
80.25,17.25,NA,2014,2016,1
95.25,17.25,NA,2017,2019,1
95.75,17.25,2009,NA,NA,1
96.25,17.25,NA,2007,2009,1
98.25,17.25,2010,NA,NA,1
101.75,17.25,2020,NA,NA,1
102.25,17.25,2001,NA,NA,1
102.75,17.25,NA,2000,2001,1
103.75,17.25,NA,2003,2009,1
104.25,17.25,2002,NA,NA,1
120.25,17.25,2003,NA,NA,1
120.25,17.25,2013,NA,NA,1
120.75,17.25,NA,2003,2016,1
121.25,17.25,NA,2003,2016,1
121.75,17.25,NA,2012,2013,1
-99.75,16.75,NA,2007,2016,1
-96.75,16.75,NA,2016,2018,1
-96.25,16.75,NA,2012,2016,1
-95.75,16.75,NA,2006,2012,1
-95.25,16.75,NA,2012,2014,1
-94.75,16.75,NA,2012,2015,1
-93.25,16.75,NA,2012,2016,1
-92.75,16.75,NA,2014,2016,1
-92.25,16.75,NA,2007,2015,1
-91.75,16.75,2016,NA,NA,1
-90.25,16.75,NA,2002,2006,1
-89.75,16.75,2015,NA,NA,1
-88.75,16.75,2014,NA,NA,1
-62.25,16.75,NA,2009,2017,1
-0.25,16.75,2006,NA,NA,1
42.75,16.75,NA,2010,2019,1
49.25,16.75,NA,2012,2016,1
74.25,16.75,NA,2014,2019,1
75.75,16.75,NA,2010,2014,1
77.25,16.75,2016,NA,NA,1
77.75,16.75,2013,NA,NA,1
80.75,16.75,NA,2004,2012,1
81.25,16.75,2004,NA,NA,1
95.25,16.75,NA,2016,2017,1
96.25,16.75,NA,2000,2019,1
97.25,16.75,NA,2017,2018,1
97.75,16.75,2019,NA,NA,1
99.25,16.75,2019,NA,NA,1
99.75,16.75,NA,2004,2007,1
100.25,16.75,NA,2000,2019,1
100.75,16.75,NA,2001,2010,1
101.25,16.75,2014,NA,NA,1
104.75,16.75,2002,NA,NA,1
107.25,16.75,NA,2011,2013,1
120.25,16.75,NA,2003,2011,1
120.75,16.75,NA,2001,2012,1
121.25,16.75,NA,2009,2013,1
121.75,16.75,NA,2009,2016,1
-97.75,16.25,NA,2011,2013,1
-96.75,16.25,2014,NA,NA,1
-95.25,16.25,NA,2000,2016,1
-93.75,16.25,2014,NA,NA,1
-92.25,16.25,NA,2015,2018,1
-88.75,16.25,2009,NA,NA,1
-61.75,16.25,NA,2000,2022,1
-23.75,16.25,2016,NA,NA,1
-22.75,16.25,NA,2015,2021,1
43.25,16.25,NA,2010,2019,1
74.25,16.25,2002,NA,NA,1
74.75,16.25,2013,NA,NA,1
76.75,16.25,2003,NA,NA,1
77.25,16.25,2014,NA,NA,1
80.25,16.25,NA,2004,2012,1
95.25,16.25,2016,NA,NA,1
97.75,16.25,2007,NA,NA,1
97.75,16.25,2019,NA,NA,1
99.25,16.25,NA,2000,2007,1
99.75,16.25,NA,2000,2013,1
100.25,16.25,NA,2006,2017,1
101.25,16.25,NA,2000,2016,1
102.75,16.25,NA,2001,2009,1
103.25,16.25,2001,NA,NA,1
103.25,16.25,NA,2011,2012,1
103.75,16.25,2013,NA,NA,1
107.75,16.25,2013,NA,NA,1
108.25,16.25,NA,2002,2020,1
119.75,16.25,2001,NA,NA,1
120.25,16.25,NA,2011,2012,1
120.75,16.25,NA,2000,2016,1
-97.25,15.75,NA,2012,2014,1
-96.25,15.75,2014,NA,NA,1
-91.75,15.75,2000,NA,NA,1
-90.75,15.75,NA,2020,2021,1
-90.25,15.75,NA,2016,2022,1
-89.25,15.75,NA,2001,2010,1
-88.75,15.75,2009,NA,NA,1
-88.25,15.75,NA,2004,2016,1
-87.75,15.75,NA,2004,2014,1
-87.25,15.75,NA,2009,2012,1
-86.75,15.75,NA,2012,2016,1
-85.75,15.75,NA,2013,2016,1
-61.75,15.75,2005,NA,NA,1
-61.25,15.75,NA,2005,2014,1
-23.75,15.75,NA,2009,2017,1
32.75,15.75,2019,NA,NA,1
35.75,15.75,NA,2018,2019,1
42.75,15.75,2012,NA,NA,1
43.75,15.75,2012,NA,NA,1
45.25,15.75,NA,2016,2019,1
48.75,15.75,2017,NA,NA,1
49.25,15.75,2018,NA,NA,1
73.75,15.75,NA,2009,2014,1
74.25,15.75,NA,2011,2018,1
74.75,15.75,NA,2006,2014,1
75.75,15.75,2009,NA,NA,1
78.25,15.75,NA,2002,2006,1
79.25,15.75,NA,2006,2018,1
79.75,15.75,NA,2005,2009,1
97.75,15.75,2007,NA,NA,1
100.25,15.75,NA,2000,2009,1
101.25,15.75,NA,2021,2022,1
102.25,15.75,2006,NA,NA,1
103.75,15.75,2009,NA,NA,1
104.25,15.75,2001,NA,NA,1
105.25,15.75,2008,NA,NA,1
105.75,15.75,2008,NA,NA,1
106.25,15.75,NA,2007,2010,1
107.75,15.75,NA,2008,2013,1
120.25,15.75,NA,2000,2016,1
120.75,15.75,NA,2004,2014,1
121.25,15.75,NA,2010,2017,1
-91.75,15.25,NA,2003,2006,1
-90.75,15.25,NA,2003,2009,1
-90.25,15.25,NA,2009,2015,1
-89.75,15.25,NA,2000,2007,1
-88.75,15.25,2009,NA,NA,1
-88.25,15.25,NA,2002,2019,1
-87.75,15.25,NA,2002,2016,1
-87.25,15.25,2002,NA,NA,1
-87.25,15.25,NA,2012,2019,1
-61.25,15.25,NA,2001,2017,1
-24.25,15.25,2021,NA,NA,1
-23.75,15.25,NA,2009,2021,1
-23.25,15.25,NA,2009,2021,1
21.25,15.25,2023,NA,NA,1
36.25,15.25,NA,2018,2019,1
43.25,15.25,NA,2010,2013,1
43.75,15.25,2010,NA,NA,1
44.25,15.25,2005,NA,NA,1
44.25,15.25,2015,NA,NA,1
73.75,15.25,NA,2010,2019,1
74.25,15.25,NA,2009,2013,1
75.25,15.25,NA,2003,2014,1
75.75,15.25,NA,2005,2014,1
76.75,15.25,NA,2012,2014,1
79.75,15.25,NA,2011,2019,1
97.75,15.25,2019,NA,NA,1
98.75,15.25,NA,2000,2002,1
99.25,15.25,2001,NA,NA,1
99.25,15.25,2020,NA,NA,1
100.25,15.25,2001,NA,NA,1
100.75,15.25,2001,NA,NA,1
100.75,15.25,NA,2015,2022,1
101.25,15.25,NA,2001,2020,1
101.75,15.25,2002,NA,NA,1
102.75,15.25,2002,NA,NA,1
103.25,15.25,2006,NA,NA,1
103.75,15.25,2006,NA,NA,1
104.25,15.25,NA,2000,2013,1
104.75,15.25,NA,2000,2010,1
106.25,15.25,2008,NA,NA,1
120.25,15.25,NA,2004,2014,1
120.75,15.25,NA,2003,2017,1
145.75,15.25,2016,NA,NA,1
-92.25,14.75,2002,NA,NA,1
-92.25,14.75,NA,2012,2013,1
-91.75,14.75,NA,2000,2018,1
-91.25,14.75,2006,NA,NA,1
-90.75,14.75,NA,2003,2016,1
-90.25,14.75,NA,2000,2022,1
-89.75,14.75,NA,2002,2015,1
-89.25,14.75,NA,2014,2015,1
-88.75,14.75,2002,NA,NA,1
-88.75,14.75,NA,2012,2013,1
-88.25,14.75,2004,NA,NA,1
-88.25,14.75,2019,NA,NA,1
-87.75,14.75,NA,2000,2002,1
-87.75,14.75,NA,2012,2015,1
-87.25,14.75,NA,2016,2020,1
-86.75,14.75,NA,2017,2022,1
-86.25,14.75,NA,2009,2013,1
-85.75,14.75,NA,2015,2016,1
-61.25,14.75,NA,2001,2022,1
-60.75,14.75,NA,2005,2010,1
-24.75,14.75,2009,NA,NA,1
-24.25,14.75,NA,2009,2015,1
-23.75,14.75,NA,2009,2016,1
-17.75,14.75,NA,2009,2010,1
-17.25,14.75,NA,2009,2010,1
-16.75,14.75,NA,2009,2010,1
20.75,14.75,2020,NA,NA,1
24.75,14.75,2022,NA,NA,1
33.25,14.75,2019,NA,NA,1
42.75,14.75,NA,2005,2019,1
43.25,14.75,NA,2010,2012,1
44.25,14.75,2008,NA,NA,1
44.25,14.75,2019,NA,NA,1
45.75,14.75,2005,NA,NA,1
46.75,14.75,2003,NA,NA,1
46.75,14.75,NA,2015,2018,1
47.25,14.75,NA,2005,2010,1
48.75,14.75,2010,NA,NA,1
49.25,14.75,NA,2010,2015,1
74.25,14.75,2011,NA,NA,1
75.25,14.75,2014,NA,NA,1
75.75,14.75,NA,2015,2017,1
79.25,14.75,2017,NA,NA,1
99.75,14.75,2001,NA,NA,1
101.25,14.75,2001,NA,NA,1
102.25,14.75,NA,2000,2002,1
102.25,14.75,NA,2012,2013,1
102.75,14.75,2009,NA,NA,1
103.25,14.75,NA,2010,2012,1
103.75,14.75,NA,2001,2009,1
104.25,14.75,2009,NA,NA,1
104.75,14.75,2007,NA,NA,1
105.75,14.75,2012,NA,NA,1
106.75,14.75,2001,NA,NA,1
107.75,14.75,2013,NA,NA,1
108.25,14.75,2019,NA,NA,1
108.75,14.75,2009,NA,NA,1
120.25,14.75,NA,2004,2014,1
120.75,14.75,NA,2002,2017,1
121.25,14.75,NA,2000,2017,1
-91.75,14.25,NA,2003,2015,1
-91.25,14.25,NA,2000,2012,1
-90.75,14.25,NA,2014,2015,1
-90.25,14.25,NA,2000,2015,1
-89.75,14.25,NA,2000,2013,1
-89.25,14.25,NA,2000,2012,1
-88.75,14.25,NA,2012,2019,1
-88.25,14.25,NA,2013,2016,1
-87.75,14.25,2002,NA,NA,1
-87.75,14.25,NA,2013,2016,1
-87.25,14.25,NA,2000,2019,1
-86.75,14.25,NA,2002,2015,1
-86.25,14.25,NA,2013,2016,1
-60.75,14.25,2005,NA,NA,1
-11.25,14.25,2008,NA,NA,1
-0.75,14.25,2016,NA,NA,1
-0.25,14.25,2016,NA,NA,1
35.25,14.25,2019,NA,NA,1
43.25,14.25,NA,2004,2005,1
43.25,14.25,2016,NA,NA,1
44.25,14.25,2005,NA,NA,1
44.75,14.25,2005,NA,NA,1
46.25,14.25,2005,NA,NA,1
46.25,14.25,2018,NA,NA,1
74.25,14.25,2009,NA,NA,1
75.25,14.25,2016,NA,NA,1
75.75,14.25,NA,2005,2016,1
76.25,14.25,2008,NA,NA,1
78.75,14.25,NA,2008,2014,1
100.75,14.25,NA,2000,2009,1
101.25,14.25,NA,2005,2009,1
104.75,14.25,2011,NA,NA,1
105.75,14.25,2012,NA,NA,1
108.25,14.25,NA,2017,2018,1
108.75,14.25,2009,NA,NA,1
109.25,14.25,NA,2010,2016,1
111.75,14.25,2017,NA,NA,1
120.75,14.25,NA,2001,2016,1
121.25,14.25,NA,2001,2016,1
121.75,14.25,NA,2001,2022,1
122.25,14.25,NA,2006,2013,1
122.75,14.25,2007,NA,NA,1
-89.75,13.75,NA,2000,2019,1
-89.25,13.75,NA,2000,2022,1
-88.75,13.75,NA,2003,2021,1
-88.25,13.75,NA,2002,2016,1
-87.75,13.75,NA,2003,2016,1
-87.25,13.75,2015,NA,NA,1
-86.25,13.75,NA,2002,2013,1
-85.75,13.75,2002,NA,NA,1
-85.75,13.75,2016,NA,NA,1
-64.75,13.75,2012,NA,NA,1
-61.25,13.75,2007,NA,NA,1
-60.75,13.75,NA,2000,2017,1
-10.75,13.75,2008,NA,NA,1
-8.25,13.75,2006,NA,NA,1
-5.25,13.75,2006,NA,NA,1
1.25,13.75,2017,NA,NA,1
20.75,13.75,NA,2000,2010,1
20.75,13.75,NA,2020,2023,1
31.25,13.75,2005,NA,NA,1
33.75,13.75,2019,NA,NA,1
43.25,13.75,2005,NA,NA,1
43.75,13.75,2010,NA,NA,1
44.25,13.75,NA,2010,2019,1
44.75,13.75,NA,2005,2010,1
75.75,13.75,NA,2016,2018,1
77.75,13.75,2014,NA,NA,1
99.25,13.75,2019,NA,NA,1
99.75,13.75,NA,2000,2014,1
100.25,13.75,NA,2000,2016,1
100.75,13.75,NA,2000,2019,1
101.25,13.75,2009,NA,NA,1
102.25,13.75,NA,2001,2005,1
102.75,13.75,NA,2001,2008,1
102.75,13.75,2020,NA,NA,1
103.25,13.75,NA,2001,2002,1
103.25,13.75,2020,NA,NA,1
104.25,13.75,NA,2002,2008,1
105.25,13.75,2020,NA,NA,1
107.25,13.75,NA,2019,2021,1
108.25,13.75,2016,NA,NA,1
109.25,13.75,2009,NA,NA,1
120.75,13.75,2001,NA,NA,1
120.75,13.75,2015,NA,NA,1
121.25,13.75,NA,2001,2016,1
121.75,13.75,NA,2009,2015,1
123.25,13.75,NA,2003,2012,1
124.25,13.75,2014,NA,NA,1
-88.75,13.25,NA,2000,2018,1
-88.25,13.25,NA,2011,2015,1
-87.75,13.25,NA,2011,2014,1
-87.25,13.25,2002,NA,NA,1
-87.25,13.25,NA,2012,2016,1
-86.75,13.25,2013,NA,NA,1
-86.25,13.25,NA,2005,2016,1
-61.25,13.25,NA,2003,2017,1
-59.75,13.25,NA,2000,2020,1
-19.75,13.25,2015,NA,NA,1
22.25,13.25,2015,NA,NA,1
22.75,13.25,2020,NA,NA,1
32.75,13.25,2019,NA,NA,1
43.75,13.25,2008,NA,NA,1
44.25,13.25,2010,NA,NA,1
44.75,13.25,NA,2010,2019,1
45.25,13.25,NA,2015,2019,1
74.75,13.25,NA,2008,2017,1
75.25,13.25,NA,2008,2016,1
75.75,13.25,2012,NA,NA,1
76.25,13.25,NA,2012,2019,1
77.75,13.25,2013,NA,NA,1
78.25,13.25,NA,2010,2012,1
79.75,13.25,NA,2015,2017,1
80.25,13.25,NA,2000,2019,1
92.75,13.25,NA,2006,2010,1
100.25,13.25,NA,2000,2001,1
100.75,13.25,2001,NA,NA,1
101.25,13.25,2001,NA,NA,1
102.75,13.25,NA,2000,2011,1
103.75,13.25,NA,2011,2020,1
108.75,13.25,2013,NA,NA,1
109.25,13.25,NA,2001,2016,1
121.25,13.25,NA,2013,2021,1
122.75,13.25,NA,2013,2014,1
123.75,13.25,NA,2007,2013,1
124.25,13.25,2012,NA,NA,1
144.75,13.25,2016,NA,NA,1
-87.25,12.75,NA,2001,2014,1
-86.75,12.75,NA,2012,2013,1
-85.75,12.75,NA,2005,2014,1
-85.25,12.75,NA,2016,2021,1
-84.75,12.75,NA,2016,2022,1
-81.75,12.75,2003,NA,NA,1
-81.75,12.75,NA,2015,2016,1
-81.25,12.75,2015,NA,NA,1
-69.75,12.75,NA,2002,2017,1
-12.25,12.75,NA,2008,2018,1
-11.75,12.75,2009,NA,NA,1
-7.75,12.75,2006,NA,NA,1
-3.75,12.75,NA,2003,2004,1
21.25,12.75,2020,NA,NA,1
22.75,12.75,2019,NA,NA,1
23.25,12.75,2015,NA,NA,1
25.25,12.75,2015,NA,NA,1
44.75,12.75,NA,2015,2019,1
45.25,12.75,NA,2005,2020,1
74.75,12.75,NA,2008,2014,1
75.25,12.75,NA,2003,2016,1
76.25,12.75,2010,NA,NA,1
77.25,12.75,NA,2005,2014,1
77.75,12.75,NA,2006,2019,1
78.25,12.75,2017,NA,NA,1
78.75,12.75,NA,2000,2012,1
79.25,12.75,2000,NA,NA,1
79.25,12.75,2014,NA,NA,1
80.25,12.75,NA,2013,2014,1
92.75,12.75,2010,NA,NA,1
99.25,12.75,2016,NA,NA,1
99.75,12.75,2005,NA,NA,1
100.75,12.75,2014,NA,NA,1
101.25,12.75,NA,2000,2020,1
102.25,12.75,NA,2009,2020,1
102.75,12.75,NA,2008,2010,1
103.25,12.75,2021,NA,NA,1
104.75,12.75,2016,NA,NA,1
105.25,12.75,NA,2011,2020,1
105.75,12.75,2003,NA,NA,1
106.25,12.75,2021,NA,NA,1
107.25,12.75,2021,NA,NA,1
108.25,12.75,NA,2016,2017,1
109.25,12.75,NA,2012,2014,1
122.25,12.75,NA,2008,2018,1
122.75,12.75,2018,NA,NA,1
123.75,12.75,2003,NA,NA,1
124.75,12.75,2007,NA,NA,1
-86.75,12.25,NA,2000,2013,1
-86.25,12.25,NA,2000,2018,1
-85.75,12.25,NA,2009,2011,1
-85.25,12.25,2013,NA,NA,1
-83.75,12.25,NA,2014,2015,1
-71.75,12.25,NA,2014,2016,1
-69.75,12.25,NA,2011,2016,1
-69.25,12.25,2016,NA,NA,1
-68.75,12.25,NA,2014,2017,1
-68.25,12.25,NA,2007,2017,1
-61.75,12.25,NA,2000,2017,1
-16.25,12.25,2009,NA,NA,1
-14.75,12.25,NA,2016,2017,1
-1.75,12.25,2016,NA,NA,1
15.25,12.25,NA,2000,2010,1
15.25,12.25,2023,NA,NA,1
21.25,12.25,NA,2020,2023,1
29.75,12.25,2005,NA,NA,1
30.75,12.25,2005,NA,NA,1
75.25,12.25,NA,2008,2018,1
76.25,12.25,2012,NA,NA,1
76.75,12.25,NA,2007,2022,1
78.25,12.25,NA,2001,2019,1
79.75,12.25,2013,NA,NA,1
92.75,12.25,2010,NA,NA,1
99.25,12.25,2019,NA,NA,1
102.25,12.25,2008,NA,NA,1
102.75,12.25,NA,2001,2012,1
104.75,12.25,2006,NA,NA,1
105.25,12.25,2006,NA,NA,1
105.25,12.25,2016,NA,NA,1
105.75,12.25,NA,2000,2009,1
106.25,12.25,NA,2008,2010,1
107.75,12.25,2014,NA,NA,1
108.75,12.25,NA,2010,2016,1
109.25,12.25,NA,2001,2019,1
124.75,12.25,NA,2010,2013,1
-86.75,11.75,2007,NA,NA,1
-86.25,11.75,NA,2001,2016,1
-85.75,11.75,NA,2005,2016,1
-85.25,11.75,NA,2005,2009,1
-72.75,11.75,2013,NA,NA,1
-72.25,11.75,NA,2012,2013,1
12.75,11.75,2008,NA,NA,1
29.75,11.75,2005,NA,NA,1
31.25,11.75,2005,NA,NA,1
42.75,11.75,2019,NA,NA,1
75.75,11.75,NA,2003,2010,1
76.25,11.75,2009,NA,NA,1
76.75,11.75,2014,NA,NA,1
78.25,11.75,NA,2012,2019,1
78.75,11.75,NA,2013,2019,1
79.75,11.75,NA,2003,2016,1
92.75,11.75,2006,NA,NA,1
99.75,11.75,NA,2001,2009,1
102.75,11.75,2008,NA,NA,1
104.25,11.75,NA,2003,2012,1
104.75,11.75,NA,2001,2019,1
105.25,11.75,NA,2006,2020,1
106.75,11.75,2002,NA,NA,1
106.75,11.75,NA,2012,2014,1
108.75,11.75,2009,NA,NA,1
121.75,11.75,2016,NA,NA,1
122.25,11.75,NA,2006,2014,1
122.75,11.75,NA,2002,2019,1
123.25,11.75,2003,NA,NA,1
123.25,11.75,2015,NA,NA,1
